"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","ENVCAUSE (CODE)","ENVCAUSE (DISPLAY)","ENVCAUSE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","TTO","Trinidad and Tobago","","MLE","Male","","","","","49[ 42-56]","48.72481","42.09081","55.85509","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","UKR","Ukraine","","MLE","Male","","","","","100[ 81-125]","99.78649","80.57384","124.97851","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","URY","Uruguay","","FMLE","Female","","","","","12[ 9-18]","12.17664","8.53988","17.97787","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","VNM","Viet Nam","","FMLE","Female","","","","","43[ 35-50]","42.65186","35.41442","50.44003","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","VUT","Vanuatu","","BTSX","Both sexes","","","","","136[ 122-149]","135.56647","121.68040","148.62579","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZWE","Zimbabwe","","BTSX","Both sexes","","","","","133[ 117-148]","132.98384","117.45783","147.66008","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZWE","Zimbabwe","","MLE","Male","","","","","133[ 115-149]","132.71945","115.20023","149.35832","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNB","Guinea-Bissau","","BTSX","Both sexes","","","","","108[ 98-118]","108.39146","98.48413","117.69103","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNB","Guinea-Bissau","","MLE","Male","","","","","109[ 98-119]","108.69382","97.71518","118.94598","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GUY","Guyana","","MLE","Male","","","","","79[ 65-95]","79.04745","65.25598","94.54031","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HND","Honduras","","FMLE","Female","","","","","34[ 28-39]","34.01583","28.47705","39.33756","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IND","India","","FMLE","Female","","","","","134[ 115-151]","134.14499","115.36633","150.92711","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","IRL","Ireland","","BTSX","Both sexes","","","","","20[ 14-27]","20.22318","14.35982","27.14656","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ITA","Italy","","BTSX","Both sexes","","","","","49[ 37-64]","48.66832","36.91634","64.40639","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ITA","Italy","","MLE","Male","","","","","51[ 40-63]","50.64042","39.62169","63.30611","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","KEN","Kenya","","BTSX","Both sexes","","","","","40[ 35-44]","39.88521","35.30157","44.03009","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","KEN","Kenya","","MLE","Male","","","","","40[ 35-45]","40.28138","35.23220","44.67073","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KGZ","Kyrgyzstan","","FMLE","Female","","","","","68[ 47-93]","67.91139","47.26872","93.37742","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","KWT","Kuwait","","MLE","Male","","","","","46[ 41-50]","45.56036","41.08263","50.22523","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","","","","114[ 105-123]","114.31257","104.59151","123.11581","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","LKA","Sri Lanka","","FMLE","Female","","","","","76[ 64-87]","75.94954","63.54236","87.27634","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LSO","Lesotho","","BTSX","Both sexes","","","","","113[ 99-129]","113.38937","99.01298","129.38696","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MDA","Republic of Moldova","","BTSX","Both sexes","","","","","107[ 78-156]","106.64292","78.05649","155.58603","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MDA","Republic of Moldova","","MLE","Male","","","","","111[ 84-163]","111.47686","84.13885","162.86897","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MLI","Mali","","MLE","Male","","","","","98[ 88-107]","97.59310","87.57606","106.52022","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MLT","Malta","","FMLE","Female","","","","","40[ 29-53]","39.72662","29.30374","52.70865","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MRT","Mauritania","","FMLE","Female","","","","","85[ 74-98]","85.30213","74.26231","98.24301","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MUS","Mauritius","","BTSX","Both sexes","","","","","48[ 34-81]","47.68457","33.81485","81.21654","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NGA","Nigeria","","BTSX","Both sexes","","","","","159[ 141-174]","158.62488","140.64310","173.96748","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NGA","Nigeria","","MLE","Male","","","","","155[ 136-171]","154.98877","136.24933","170.68788","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","NZL","New Zealand","","BTSX","Both sexes","","","","","14[ 9-20]","13.59947","8.83772","20.43633","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","NZL","New Zealand","","MLE","Male","","","","","14[ 10-20]","14.40273","9.57579","20.33965","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","OMN","Oman","","FMLE","Female","","","","","20[ 16-33]","20.36593","16.43101","32.51837","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","PHL","Philippines","","MLE","Male","","","","","130[ 105-151]","130.16234","104.87886","150.56610","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","PNG","Papua New Guinea","","FMLE","Female","","","","","80[ 71-88]","80.15138","70.55427","87.84893","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","QAT","Qatar","","FMLE","Female","","","","","9[ 8-11]","9.15459","8.10521","10.64782","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ROU","Romania","","BTSX","Both sexes","","","","","123[ 81-204]","123.36003","81.11706","204.21982","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SEN","Senegal","","BTSX","Both sexes","","","","","74[ 64-85]","74.30325","64.10543","84.53519","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SEN","Senegal","","MLE","Male","","","","","74[ 63-85]","74.18984","63.49215","84.94186","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","SOM","Somalia","","MLE","Male","","","","","158[ 140-173]","157.64177","139.97581","173.14828","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SRB","Serbia","","FMLE","Female","","","","","109[ 73-153]","109.10755","73.09254","153.02371","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SVN","Slovenia","","FMLE","Female","","","","","59[ 41-83]","58.76690","40.84877","82.59899","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SWE","Sweden","","BTSX","Both sexes","","","","","18[ 12-28]","18.49115","11.57866","28.23257","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TGO","Togo","","BTSX","Both sexes","","","","","115[ 104-125]","114.85420","104.08393","124.55685","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TGO","Togo","","MLE","Male","","","","","120[ 108-131]","119.64735","107.96449","130.80765","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","TON","Tonga","","BTSX","Both sexes","","","","","57[ 40-71]","56.56170","40.25592","70.61737","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","TON","Tonga","","MLE","Male","","","","","68[ 48-85]","67.81313","47.90670","85.32849","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","TTO","Trinidad and Tobago","","FMLE","Female","","","","","40[ 33-48]","39.61808","32.56022","47.91261","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","MLE","Male","","","","","72[ 64-78]","71.83114","63.99440","78.43696","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","UKR","Ukraine","","FMLE","Female","","","","","132[ 96-172]","131.52449","96.18146","171.73206","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","VEN","Venezuela (Bolivarian Republic of)","","FMLE","Female","","","","","24[ 19-31]","24.24045","19.19118","30.87633","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","VNM","Viet Nam","","BTSX","Both sexes","","","","","65[ 55-76]","65.14297","55.28473","75.81395","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZMB","Zambia","","BTSX","Both sexes","","","","","63[ 57-70]","63.39138","56.71424","69.58085","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZMB","Zambia","","MLE","Male","","","","","63[ 56-70]","62.81746","55.69431","69.64852","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","MLE","Male","","","","","59[ 51-70]","58.59364","51.06390","70.35961","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ARG","Argentina","","FMLE","Female","","","","","20[ 14-27]","19.85517","14.49213","27.02811","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","AZE","Azerbaijan","","FMLE","Female","","","","","51[ 39-69]","51.09811","39.04468","68.79255","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BDI","Burundi","","BTSX","Both sexes","","","","","180[ 163-195]","179.87379","163.01932","195.18860","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","BGR","Bulgaria","","BTSX","Both sexes","","","","","62[ 45-101]","61.80743","45.32655","101.32166","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","BGR","Bulgaria","","MLE","Male","","","","","82[ 62-134]","81.97210","61.99641","133.65230","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BLZ","Belize","","BTSX","Both sexes","","","","","69[ 57-81]","68.58836","56.83618","81.33950","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BLZ","Belize","","MLE","Male","","","","","83[ 68-98]","82.53133","68.30742","98.16082","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","FMLE","Female","","","","","56[ 46-66]","55.85550","46.41492","66.47382","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","BTN","Bhutan","","MLE","Male","","","","","120[ 90-148]","119.86861","90.47133","147.72948","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BWA","Botswana","","FMLE","Female","","","","","88[ 70-106]","88.04694","69.76353","106.30558","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","CHN","China","","FMLE","Female","","","","","100[ 77-122]","100.28703","76.55495","122.31709","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CIV","Côte d'Ivoire","","BTSX","Both sexes","","","","","269[ 238-299]","269.11194","238.08931","298.95679","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COM","Comoros","","BTSX","Both sexes","","","","","172[ 155-189]","172.43115","155.01889","188.62097","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COM","Comoros","","MLE","Male","","","","","192[ 172-212]","192.49159","171.97107","212.29845","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","CZE","Czechia","","MLE","Male","","","","","40[ 31-53]","39.55005","30.89471","52.86522","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","DEU","Germany","","FMLE","Female","","","","","12[ 8-16]","12.01243","8.39531","16.33774","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ECU","Ecuador","","FMLE","Female","","","","","21[ 15-29]","20.70306","14.90228","29.38544","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","EGY","Egypt","","BTSX","Both sexes","","","","","109[ 96-135]","108.91674","95.88408","134.91280","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","FIN","Finland","","BTSX","Both sexes","","","","","7[ 4-11]","7.23283","4.47356","11.35171","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","FIN","Finland","","MLE","Male","","","","","10[ 7-14]","9.98052","6.54019","14.09989","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","BTSX","Both sexes","","","","","14[ 10-18]","13.75225","10.15007","18.20581","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","MLE","Male","","","","","17[ 13-22]","16.96012","12.96404","21.79382","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GEO","Georgia","","FMLE","Female","","","","","73[ 52-98]","73.03558","51.92835","97.84378","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNB","Guinea-Bissau","","MLE","Male","","","","","225[ 202-246]","224.53116","201.85236","245.70926","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNQ","Equatorial Guinea","","FMLE","Female","","","","","174[ 129-209]","174.24054","128.74954","209.36147","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HND","Honduras","","FMLE","Female","","","","","48[ 40-55]","47.80804","40.02348","55.28755","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HRV","Croatia","","BTSX","Both sexes","","","","","35[ 25-52]","35.45048","25.37788","51.65987","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","IRL","Ireland","","BTSX","Both sexes","","","","","12[ 8-16]","11.93945","8.47781","16.02691","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","IRL","Ireland","","MLE","Male","","","","","15[ 11-19]","14.69733","10.89948","18.92891","","",""
